Homograph	Reading	Type
串	な	kun
沙	サ	on
沙	シャ	on
沙	すな	kun
沙	みぎわ	kun
沙	よな	kun
沙	いさ	personal name
沙	す	personal name
芯	シン	on
芯	とうしんぐさ	kun
芯	し	personal name
汰	タ	on
汰	タイ	on
汰	おご	kun
汰	にご	kun
汰	よな	kun
那	ナ	on
那	ダ	on
那	いかん	kun
那	なに	kun
那	なん	kun
那	とも	personal name
那	ふゆ	personal name
那	やす	personal name
阪	ハン	on
阪	さか	kun
肘	チュウ	on
肘	ひじ	kun
冶	ヤ	on
冶	い	kun
冶	と	kun
冶	なまめ	kun
妖	ヨウ	on
妖	あや	kun
妖	なまめ	kun
妖	わざわ	kun
沃	ヨク	on
沃	オク	on
沃	こ	kun
沃	そそ	kun
呂	ロ	on
呂	リョ	kun
呂	おと	personal name
呂	とも	personal name
呂	なが	personal name
呂	ふえ	personal name
弄	ロウ	on
弄	もてあそ	kun
弄	あなど	kun
弄	いじく	kun
弄	いじ	kun
弄	いら	kun
弄	たわむ	kun
弄	まさぐ	kun
雨	ウ	on
雨	あま	kun
雨	あめ	kun
雨	さめ	personal name
雨	ふる	personal name
学	ガク	on
学	まな	kun
学	あきら	personal name
学	さと	personal name
学	たか	personal name
学	のり	personal name
学	ひさ	personal name
学	まなぶ	personal name
学	みち	personal name
空	クウ	on
空	あ	kun
空	から	kun
空	そら	kun
空	あな	kun
空	うつ	kun
空	うろ	kun
空	す	kun
空	むな	kun
空	く	personal name
空	たか	personal name
金	キン	on
金	コン	on
金	かな	kun
金	かね	kun
金	こがね	kun
金	か	personal name
青	セイ	on
青	ショウ	on
青	あお	kun
青	きよ	personal name
青	しげ	personal name
青	しげる	personal name
青	じょう	personal name
青	はる	personal name
林	リン	on
林	はやし	kun
林	おお	kun
林	き	personal name
林	しげ	personal name
林	もと	personal name
林	もり	personal name
林	よし	personal name
画	ガ	on
画	カク	on
画	え	kun
画	えが	kun
画	かぎ	kun
画	か	kun
画	はか	kun
岩	ガン	on
岩	いわ	kun
京	キョウ	on
京	ケイ	on
京	キン	on
京	みやこ	kun
京	あつ	personal name
京	おさむ	personal name
京	たかし	personal name
京	ちか	personal name
京	ひろし	personal name
国	コク	on
国	くに	kun
国	とき	personal name
姉	シ	on
姉	あね	kun
知	チ	on
知	し	kun
知	あき	personal name
知	あきら	personal name
知	おき	personal name
知	かず	personal name
知	さと	personal name
知	さとし	personal name
知	さとり	personal name
知	さとる	personal name
知	ちか	personal name
知	つぐ	personal name
知	とし	personal name
知	とも	personal name
知	のり	personal name
知	はる	personal name
長	チョウ	on
長	ジョウ	on
長	なが	kun, personal name
長	おさ	kun
長	た	kun
長	たか	personal name
長	たかし	personal name
長	たけ	personal name
長	たけし	personal name
長	つね	personal name
長	ながし	personal name
長	のぶ	personal name
長	ひさ	personal name
長	ひさし	personal name
長	まさ	personal name
長	まさる	personal name
長	ます	personal name
長	みち	personal name
直	ジキ	on
直	チョク	on
直	チ	on
直	ただ	kun
直	なお	kun
直	あたい	kun
直	じか	kun
直	すぐ	kun
直	ひた	kun
直	すなお	personal name
直	ただし	personal name
直	まさ	personal name
店	テン	on
店	みせ	kun
店	たな	kun
東	トウ	on
東	ひがし	kun
東	あずま	kun
東	あきら	personal name
東	き	personal name
東	と	personal name
東	はじめ	personal name
東	はる	personal name
東	ひで	personal name
東	もと	personal name
歩	ホ	on
歩	ブ	on
歩	フ	on
歩	あゆ	kun
歩	ある	kun
歩	あゆみ	personal name
歩	あゆむ	personal name
歩	すすむ	personal name
妹	マイ	on
妹	バイ	on
妹	いもうと	kun
妹	いも	kun
明	ミョウ	on
明	メイ	on
明	ミン	on
明	あ	kun
明	あか	kun
明	あき	kun
明	あきら	personal name
明	あけ	personal name
明	てる	personal name
明	はる	personal name
明	ひろ	personal name
門	モン	on
門	ボン	on
門	かど	kun
門	いえ	kun
門	と	kun, personal name
門	みうち	kun
門	ひろ	personal name
門	ゆき	personal name
夜	ヤ	on
夜	よ	kun
夜	よる	kun
夜	やす	personal name
委	イ	on
委	ゆだ	kun
委	お	kun
委	くわ	kun
委	す	kun
委	まか	kun
育	イク	on
育	そだ	kun
育	はぐく	kun
育	すけ	personal name
育	なり	personal name
育	なる	personal name
育	やす	personal name
泳	エイ	on
泳	およ	kun
岸	ガン	on
岸	きし	kun
岸	かどだ	kun
苦	ク	on
苦	くる	kun
苦	にが	kun
苦	にがな	kun
苦	はなは	kun
具	グ	on
具	つぶさ	kun
具	つま	kun
具	そな	kun
具	とも	personal name
幸	コウ	on
幸	さいわ	kun
幸	しあわ	kun
幸	さち	kun
幸	みゆき	kun, personal name
幸	さき	personal name
幸	たか	personal name
幸	とも	personal name
幸	ひで	personal name
幸	ゆき	personal name
幸	よし	personal name
始	シ	on
始	はじ	kun
始	とも	kun
始	はじめ	kun
始	はる	kun
始	もと	kun
使	シ	on
使	つか	on
事	ジ	on
事	ズ	on
事	こと	kun
事	つか	kun
実	ジツ	on
実	み	kun
実	みの	kun
実	さね	kun
実	まこと	kun
実	まめ	kun
実	み	kun
実	これ	personal name
実	ちか	personal name
実	なお	personal name
実	のり	personal name
実	みつ	personal name
実	みのる	personal name
者	シャ	on
者	もの	kun
昔	シャク	on
昔	セキ	on
昔	むかし	kun
取	シュ	on
取	と	kun
受	ジュ	on
受	ズ	on
受	う	kun
所	ショ	on
所	ソ	on
所	ところ	kun
注	チュウ	on
注	そそ	kun
注	さ	kun
注	つ	kun
定	ジョウ	on
定	テイ	on
定	さだ	kun
定	き	kun
定	さだむ	personal name
定	つら	personal name
定	やす	personal name
波	ハ	on
波	なみ	kun
波	ば	personal name
板	ハン	on
板	バン	on
板	いた	kun
表	ヒョウ	on
表	あらわ	kun
表	おもて	kun
表	しるし	kun
服	フク	on
服	きもの	kun
服	き	kun
服	したが	kun
服	の	kun
物	ブツ	on
物	モツ	on
物	もの	kun
放	ホウ	on
放	はな	kun
放	ほう	kun
放	こ	kun
放	さ	kun
放	ひ	kun
放	ほしいまま	kun
放	まか	kun
放	ゆる	kun
味	ミ	on
味	ビ	on
味	あじ	kun
命	メイ	on
命	ミョウ	on
命	いのち	kun
命	おお	kun
命	みこと	kun
油	ユ	on
油	ユウ	on
油	あぶら	okun
和	ワ	on
和	オ	on
和	カ	on
和	なご	kun
和	やわ	kun
和	あ	kun
和	な	kun
和	あい	personal name
和	かず	personal name
和	たか	personal name
和	ちか	personal name
和	とも	personal name
和	なごみ	personal name
和	のどか	personal name
和	やまと	personal name
英	エイ	on
英	はな	kun
英	はなぶさ	kun
英	ひい	kun
英	あきら	personal name
英	あや	personal name
英	すぐる	personal name
英	たけし	personal name
英	つね	personal name
英	てる	personal name
英	とし	personal name
英	ひで	personal name
英	ひでる	personal name
英	ひら	personal name
英	ふさ	personal name
英	ぶさ	personal name
英	よし	personal name
果	カ	on
果	は	kun
果	おお	kun
果	くだもの	kun
果	はか	kun
果	あきら	personal name
果	はた	personal name
果	まさる	personal name
芽	ガ	on
芽	め	kun
芽	めぐ	kun
芽	めい	personal name
官	カン	on
官	おおやけ	kun
官	つかさ	kun
季	キ	on
季	すえ	kun, personal name
季	とき	personal name
季	とし	personal name
季	ひで	personal name
季	みのる	personal name
泣	キュウ	on
泣	な	kun
協	キョウ	on
協	かな	kun
協	かのう	personal name
協	やす	personal name
径	ケイ	on
径	こみち	kun
径	さしわたし	kun
径	ただ	kun
径	みち	kun
径	わたる	personal name
固	コ	on
固	かた	kun
固	もと	kun
刷	サツ	on
刷	す	kun
刷	は	kun
刷	きよ	personal name
参	サン	on
参	シン	on
参	まい	kun
参	まじ	kun
参	み	personal name
治	ジ	on
治	チ	on
治	おさ	kun
治	なお	kun
治	おさむ	personal name
治	さだ	personal name
治	ず	personal name
治	ただす	personal name
治	つぐ	personal name
治	とお	personal name
治	のぶ	personal name
治	はる	personal name
治	よし	personal name
延	エン	on
延	の	kun
延	は	kun
延	ひ	kun
延	すすむ	personal name
延	なが	personal name
延	のぶ	personal name
延	のぶる	personal name
拡	カク	on
拡	ひろ	kun
拡	ひろし	personal name
拡	ひろむ	personal name
供	キョウ	on
供	ク	on
供	そな	kun
供	とも	kun
呼	コ	on
呼	よ	kun
刻	コク	on
刻	きざ	kun
刻	とき	kun
若	ジャク	on
若	ニャク	on
若	ジャ	on
若	ニャ	on
若	わか	kun
若	も	kun
若	ごと	kun
若	し	kun
若	なんじ	kun
若	も	kun
若	なお	personal name
若	まさ	personal name
若	よし	personal name
若	より	personal name
宗	シュウ	on
宗	ソウ	on
宗	むね	kun
宗	かず	personal name
宗	たかし	personal name
宗	とき	personal name
宗	とし	personal name
宗	のり	personal name
宗	ひろ	personal name
宗	もと	personal name
垂	スイ	on
垂	た	kun
垂	しだ	kun
垂	しで	kun
垂	なんなん	kun
担	タン	on
担	ケツ	on
担	 かつ	kun
担	にな	kun
宙	チュウ	on
宙	そら	kun
宙	おき	personal name
宙	ひろ	personal name
宙	ひろし	personal name
宙	みち	personal name
忠	チュウ	on
忠	まごころ	kun
忠	あつ	personal name
忠	あつし	personal name
忠	きよし	personal name
忠	すなお	personal name
忠	ただ	personal name
忠	ただし	personal name
忠	なり	personal name
忠	のり	personal name
届	カイ	on
届	とど	kun
乳	ニュウ	on
乳	ジュ	on
乳	ニュ	on
乳	ちち	kun
乳	ち	kun
拝	ハイ	on
拝	おが	kun
並	ヘイ	on
並	なみ	kun
並	なら	kun
並	み	personal name
並	みつ	personal name
宝	ホウ	on
宝	たから	kun
宝	かね	personal name
宝	たか	personal name
宝	たけ	personal name
宝	とみ	personal name
宝	とも	personal name
宝	ほ	personal name
宝	みち	personal name
宝	よし	personal name
枚	マイ	on
枚	バイ	on
枚	ひら	kun
依	イ	on
依	エ	on
依	よ	kun
依	より	personal name
押	オウ	on
押	お	kun
奇	キ	on
奇	あや	kun
奇	く	kun
奇	めずら	kun
祈	キ	on
祈	いの	kun
祈	いのり	personal name
拠	キョ	on
拠	コ	on
拠	よりどころ	kun
拠	よ	kun
況	キョウ	on
況	ありさま	kun
況	いわ	kun
屈	クツ	on
屈	かが	kun
屈	くぐ	kun
屈	こご	kun
肩	ケン	on
肩	かた	kun
刺	シ	on
刺	セキ	on
刺	さ	kun
刺	そし	kun
刺	とげ	kun
刺	なふだ	kun
沼	ショウ	on
沼	ぬま	kun
征	セイ	on
征	う	kun
征	と	kun
征	ゆ	kun
姓	ショウ	on
姓	セイ	on
姓	かばね	kun
拓	タク	on
拓	セキ	on
拓	ひら	kun
拓	ひろ	personal name
拓	ひろし	personal name
抵	テイ	on
抵	シ	on
抵	あ	kun
抵	う	kun
抵	ふ	kun
到	トウ	on
到	いた	kun
到	いたる	personal name
到	ゆき	personal name
到	よし	personal name
突	トツ	on
突	つ	kun
杯	ハイ	on
杯	さかずき	kun
泊	ハク	on
泊	と	kun
拍	ハク	on
拍	ヒョウ	on
拍	う	kun
迫	ハク	on
迫	せま	kun
迫	せ	kun
迫	とお	personal name
彼	ヒ	on
彼	かの	kun
彼	かれ	kun
怖	フ	on
怖	こわ	kun
怖	お	kun
怖	おそ	kun
抱	ホウ	on
抱	いだ	kun
抱	かか	kun
抱	だ	kun
肪	ボウ	on
肪	ホウ	on
肪	あぶら	kun
茂	モ	on
茂	ボウ	on
茂	しげ	kun, personal name
茂	すぐ	kun
茂	あり	personal name
茂	いかし	personal name
茂	しく	personal name
茂	しげみ	personal name
茂	しげる	personal name
茂	たか	personal name
茂	とお	personal name
茂	とも	personal name
茂	とよ	personal name
茂	もち	personal name
茂	もと	personal name
茂	ゆた	personal name
炎	エン	on
炎	ほのお	kun
炎	ほむら	kun
炎	も	kun
欧	オウ	on
欧	は	kun
欧	お	personal name
佳	カ	on
佳	よ	kun
佳	よし	personal name
怪	カイ	on
怪	ケ	on
怪	あや	kun
岳	ガク	on
岳	たけ	kun
岳	おか	personal name
岳	たか	personal name
岳	たかし	personal name
岳	たけし	personal name
拘	コウ	on
拘	かか	kun
拘	こだわ	kun
拘	とど	kun
拘	とら	kun
祉	シ	on
祉	さいわ	kun
侍	ジ	on
侍	シ	on
侍	さむらい	kun
侍	さぶら	kun
侍	はべ	kun
侍	ひと	personal name
邪	ジャ	on
邪	シャ	on
邪	ヤ	on
邪	よこしま	kun
昇	ショウ	on
昇	のぼ	kun
昇	かみ	personal name
昇	すすむ	personal name
昇	のぼる	personal name
昇	のり	personal name
昇	まさ	personal name
炊	スイ	on
炊	た	kun
炊	かし	kun
阻	ソ	on
阻	はば	kun
阻	けわ	kun
阻	へだ	kun
卓	タク	on
卓	シツ	on
卓	すぐ	kun
卓	つくえ	kun
卓	すぐる	personal name
卓	たか	personal name
卓	たかし	personal name
卓	つな	personal name
卓	とお	personal name
卓	まこと	personal name
卓	まさる	personal name
卓	もち	personal name
抽	チュウ	on
抽	ぬ	kun
抽	ひ	kun
泌	ヒツ	on
泌	ヒ	on
泌	にじ	kun
苗	ビョウ	on
苗	ミョウ	on
苗	なえ	kun
苗	なわ	kun
苗	か	kun
苗	え	personal name
苗	たね	personal name
苗	なり	personal name
苗	みつ	personal name
奉	ブ	on
奉	ホウ	on
奉	たてまつ	kun
奉	うけたまわ	kun
奉	まつ	kun
房	ボウ	on
房	ホウ	on
房	ふさ	kun
房	いえ	kun
房	へや	kun
房	お	personal name
房	のぶ	personal name
免	メン	on
免	ブン	on
免	ベン	on
免	まぬか	kun
免	う	kun
免	や	kun
免	ゆる	kun
炉	ロ	on
炉	いろり	kun
炉	ひばち	kun
拐	カイ	on
拐	かた	kun
拐	かどわか	kun
劾	ガイ	on
劾	カイ	on
劾	あば	kun
劾	しら	kun
宜	ギ	on
宜	むべ	kun
宜	よ	kun
宜	よろ	kun
宜	き	personal name
宜	すみ	personal name
宜	たか	personal name
宜	なり	personal name
宜	のぶ	personal name
宜	のり	personal name
宜	まさ	personal name
宜	よし	personal name
拒	キョ	on
拒	こば	kun
拒	ふせ	kun
享	キョウ	on
享	あ	kun
享	う	kun
享	すす	kun
享	あき	personal name
享	あきら	personal name
享	すけ	personal name
享	すすむ	personal name
享	たか	personal name
享	とおる	personal name
享	みち	personal name
享	ゆき	personal name
享	りょう	personal name
茎	ケイ	on
茎	くき	kun
茎	なかご	kun
弦	ゲン	on
弦	つる	kun
弦	いと	personal name
弦	お	personal name
弦	ふさ	personal name
弦	ゆづる	personal name
肯	コウ	on
肯	あ	kun
肯	うなず	kun
肯	うべな	kun
肯	がえん	kun
肯	さき	personal name
肯	むね	personal name
昆	コン	on
昆	あに	kun
肢	シ	on
肢	てあし	kun
叔	シュク	on
叔	わか	kun
叔	すえ	personal name
叔	はじめ	personal name
叔	よし	personal name
尚	ショウ	on
尚	くわ	kun
尚	たっと	kun
尚	とうと	kun
尚	なお	kun
尚	たか	personal name
尚	たかし	personal name
尚	ひさ	personal name
尚	ひさし	personal name
尚	まさ	personal name
尚	よし	personal name
尚	より	personal name
枢	スウ	on
枢	かなめ	kun
枢	とぼそ	kun
斉	セイ	on
斉	サイ	on
斉	シ	on
斉	ととの	kun
斉	ひと	kun
斉	ものいみ	kun
斉	あき	personal name
斉	あきら	personal name
斉	きよ	personal name
斉	きよし	personal name
斉	ただ	personal name
斉	ただし	personal name
斉	とき	personal name
斉	とし	personal name
斉	なお	personal name
斉	なり	personal name
斉	のぼる	personal name
斉	ひとし	personal name
斉	ひろ	personal name
斉	ひろし	personal name
斉	まさ	personal name
斉	むね	personal name
斉	よし	personal name
析	セキ	on
析	さ	kun
析	わ	kun
拙	セツ	on
拙	つたな	kun
拙	まず	kun
坪	ヘイ	on
坪	つぼ	kun
邸	テイ	on
邸	やしき	kun
泥	デイ	on
泥	どろ	kun
泥	なず	kun
迭	テツ	on
迭	か	kun
迭	たが	kun
披	ヒ	on
披	ひら	kun
附	フ	on
附	ブ	on
附	つ	kun
侮	ブ	on
侮	あなど	kun
沸	フツ	on
沸	ヒ	on
沸	わ	kun
沸	た	kun
沸	にえ	kun
併	ヘイ	on
併	あわ	kun
併	しか	kun
併	なら	kun
泡	ホウ	on
泡	あわ	kun
泡	あぶく	kun
奔	ホン	on
奔	はし	kun
抹	マツ	on
抹	バツ	on
抹	け	kun
抹	こな	kun
抹	す	kun
岬	コウ	on
岬	みさき	kun
盲	モウ	on
盲	ボウ	on
盲	くら	kun
盲	めくら	kun
枠	わく	kun
宛	エン	on
宛	あ	kun
宛	あたか	kun
宛	あて	kun
宛	さなが	kun
宛	ずつ	kun
旺	オウ	on
旺	さか	kun
旺	あき	personal name
旺	あきら	personal name
旺	お	personal name
岡	コウ	on
岡	おか	kun
苛	カ	on
苛	いじ	kun
苛	いら	kun
苛	から	kun
苛	きび	kun
苛	さいな	kun
苛	むご	kun
苛	わずら	kun
玩	ガン	on
玩	あじ	kun
玩	もてあそ	kun
股	コ	on
股	また	kun
股	もも	kun
虎	コ	on
虎	とら	kun
虎	たけ	personal name
采	サイ	on
采	いろどり	kun
采	うね	kun
采	すがた	kun
采	と	kun
采	あや	personal name
采	こと	personal name
刹	セツ	on
刹	サツ	on
刹	てら	kun
刹	くに	personal name
呪	ジュ	on
呪	シュ	on
呪	シュウ	on
呪	のろ	kun
呪	まじな	kun
狙	ソ	on
狙	ねら	kun
狙	さる	kun
妬	ト	on
妬	ツ	on
妬	ねた	kun
妬	そね	kun
妬	や	kun
奈	ナ	on
奈	ダイ	on
奈	ナイ	on
奈	いかん	kun
奈	なん	kun
奈	なに	personal name
阜	フ	on
阜	おか	kun
阜	ゆた	kun
阜	あつ	personal name
阜	あつし	personal name
阜	たか	personal name
阜	たかし	personal name
阜	とおる	personal name
阜	ゆたか	personal name
枕	シン	on
枕	チン	on
枕	まくら	kun
弥	ビ	on
弥	ミ	on
弥	や	kun
弥	あまね	kun
弥	いや	kun
弥	いよいよ	kun
弥	つくろ	kun
弥	ひさ	kun
弥	わた	kun
弥	ひさし	personal name
弥	ひろ	personal name
弥	みつ	personal name
弥	やす	personal name
弥	よし	personal name
弥	わたる	personal name
拉	ラ	on
拉	ラツ	on
拉	ロウ	on
拉	くじ	kun
拉	ひ	kun
拉	ひし	kun
拉	ひしゃ	kun
音	オン	on
音	イン	on
音	おと	kun
音	ね	kun
音	たよ	kun
音	お	personal name
音	と	personal name
音	なり	personal name
草	ソウ	on
草	くさ	kun
草	かや	personal name
草	さ	personal name
草	しげ	personal name
科	カ	on
科	しぐさ	kun
科	しな	kun
科	とが	kun
海	カイ	on
海	うみ	kun
海	あま	personal name
海	うな	personal name
海	み	personal name
活	カツ	on
活	い	kun
活	いく	personal name
計	ケイ	on
計	はか	kun
計	かぞ	kun
計	かず	personal name
計	かずい	personal name
計	かずえ	personal name
計	かずお	personal name
計	かずし	personal name
後	ゴ	on
後	コウ	on
後	あと	kun
後	うし	kun
後	のち	kun
後	おく	kun
後	しり	kun
室	シツ	on
室	むろ	kun
室	いえ	kun
室	つま	kun
室	へや	kun
首	シュ	on
首	くび	kun
首	かしら	kun
首	こうべ	kun
首	はじ	kun
首	もう	kun
首	おびと	personal name
首	かみ	personal name
首	さき	personal name
首	はじめ	personal name
秋	シュウ	on
秋	あき	kun
秋	とき	kun, personal name
秋	あきら	personal name
秋	とし	personal name
秋	みのる	personal name
春	シュン	on
春	はる	kun
春	あずま	personal name
春	あつ	personal name
春	かす	personal name
春	かず	personal name
春	す	personal name
春	とき	personal name
春	は	personal name
春	はじめ	personal name
食	ショク	on
食	ジキ	on
食	イ	on
食	シ	on
食	く	kun
食	た	kun
食	く	kun
食	は	kun
食	あき	personal name
食	あきら	personal name
食	うけ	personal name
食	くら	personal name
食	け	personal name
食	みけ	personal name
星	セイ	on
星	ショウ	on
星	ほし	kun
星	あかり	personal name
星	せ	personal name
星	とし	personal name
前	ゼン	on
前	セン	on
前	まえ	kun
前	さき	kun
前	くま	personal name
前	すすむ	personal name
前	ちか	personal name
茶	チャ	on
茶	サ	on
昼	チュウ	on
昼	ひる	kun
点	テン	on
点	た	kun
点	つ	kun
点	とぼ	kun
点	とも	kun
南	ナン	on
南	ナ	on
南	ダン	on
南	みなみ	kun
南	あけ	kun
南	なみ	kun
南	みな	kun
南	よし	kun
風	フウ	on
風	フ	on
風	かざ	kun
風	かぜ	kun
風	すがた	kun
風	ならわし	kun
風	ふり	kun
風	か	personal name
屋	オク	on
屋	や	kun
屋	いえ	kun
屋	やね	kun
界	カイ	on
界	さかい	kun
客	キャク	on
客	カク	on
客	まろうど	kun
急	キュウ	on
急	いそ	kun
急	せ	kun
級	キュウ	on
級	くび	kun
級	しな	kun
係	ケイ	on
係	かかり	kun
係	かか	kun
係	つな	kun
係	たえ	personal name
県	ケン	on
県	あがた	kun
研	ケン	on
研	ゲン	on
研	と	kun
研	みが	kun
研	あき	personal name
研	かず	personal name
研	きし	personal name
研	きよ	personal name
研	よし	personal name
指	シ	on
指	さ	kun
指	ゆび	kun
持	ジ	on
持	チ	on
持	も	kun
拾	シュウ	on
拾	ジュウ	on
拾	ひろ	kun
拾	とお	kun
重	ジュウ	on
重	チョウ	on
重	おも	kun
重	かさ	kun
重	え	kun
重	おも	kun
重	あつ	personal name
重	あつし	personal name
重	おもし	personal name
重	かさぬ	personal name
重	かず	personal name
重	かたし	personal name
重	しげ	personal name
重	しげし	personal name
重	しげる	personal name
重	ただ	personal name
重	ただし	personal name
重	のぶ	personal name
重	ふさ	personal name
昭	ショウ	on
昭	あき	kun
昭	あきら	personal name
昭	いか	personal name
昭	てる	personal name
乗	ジョウ	on
乗	ショウ	on
乗	の	kun
乗	あき	personal name
乗	しげ	personal name
乗	のぼる	personal name
乗	のり	personal name
神	シン	on
神	ジン	on
神	かみ	kun
神	かん	kun
神	こう	kun
神	たましい	kun
相	ソウ	on
相	ショウ	on
相	あい	kun
相	ありさま	kun
相	さが	kun
相	たす	kun
相	あう	personal name
相	すけ	personal name
相	たすく	personal name
相	とも	personal name
相	まさ	personal name
相	み	personal name
送	ソウ	on
送	おく	kun
待	タイ	on
待	ま	kun
炭	タン	on
炭	すみ	kun
柱	チュウ	on
柱	はしら	kun
追	ツイ	on
追	お	kun
度	ド	on
度	タク	on
度	ト	on
度	たび	kun
度	のり	kun
度	はか	kun
度	めもり	kun
度	わた	kun
畑	はた	on
畑	はたけ	kun
発	ハツ	on
発	ホツ	on
発	あば	kun
発	た	kun
発	はな	kun
発	ひら	kun
美	ビ	on
美	ミ	on
美	うつく	kun
美	ほ	kun
美	よ	kun
美	きよし	personal name
美	とみ	personal name
美	はる	personal name
美	ふみ	personal name
美	みつ	personal name
美	よし	personal name
美	よしみ	personal name
秒	ビョウ	on
秒	のぎ	kun
品	ヒン	on
品	ホン	on
品	しな	kun
負	フ	on
負	ブ	on
負	フウ	on
負	お	kun
負	ま	kun
負	そむ	kun
負	たの	kun
面	メン	on
面	ベン	on
面	おも	kun
面	おもて	kun
面	つら	kun
面	そむ	kun
面	も	kun
洋	ヨウ	on
洋	うみ	kun, personal name
洋	なだ	kun
洋	ひろ	kun, personal name
洋	きよ	personal name
洋	なみ	personal name
洋	ひろし	personal name
洋	み	personal name
胃	イ	on
栄	エイ	on
栄	さか	kun
栄	は	kun
栄	え	personal name
栄	さかえ	personal name
栄	しげ	personal name
栄	たか	personal name
栄	はる	personal name
栄	ひで	personal name
栄	よし	personal name
紀	キ	on
紀	おさ	kun
紀	しる	kun
紀	のり	kun
紀	あき	personal name
紀	かず	personal name
紀	つぐ	personal name
紀	とし	personal name
紀	はじめ	personal name
紀	もと	personal name
紀	よし	personal name
軍	グン	on
軍	クン	on
軍	いくさ	kun
軍	つわもの	kun
型	ケイ	on
型	かた	kun
建	ケン	on
建	コン	on
建	た	kun
建	くつがえ	kun
建	たけ	personal name
建	たけし	personal name
建	たける	personal name
建	たつ	personal name
建	たつる	personal name
建	たて	personal name
昨	サク	on
昨	きのう	kun
祝	シュク	on
祝	シュウ	on
祝	いわ	kun
祝	た	kun
祝	の	kun
祝	のろ	kun
祝	い	personal name
祝	とき	personal name
祝	のり	personal name
祝	はじめ	personal name
祝	ほう	personal name
祝	ほぎ	personal name
祝	よし	personal name
省	ショウ	on
省	セイ	on
省	はぶ	kun
省	かえり	kun
省	あきら	personal name
省	かみ	personal name
省	み	personal name
省	よし	personal name
信	シン	on
信	たよ	kun
信	まか	kun
信	まこと	kun
信	あき	personal name
信	こと	personal name
信	さだ	personal name
信	し	personal name
信	しの	personal name
信	ただ	personal name
信	ちか	personal name
信	とき	personal name
信	のぶ	personal name
信	みち	personal name
浅	セン	on
浅	あさ	kun
単	タン	on
単	ゼン	on
単	ひとえ	kun
単	ひと	kun
単	いち	personal name
単	ただ	personal name
飛	ヒ	on
飛	と	kun
飛	たか	personal name
変	ヘン	on
変	か	kun
便	ビン	on
便	ベン	on
便	ヘン	on
便	たよ	kun
便	いばり	kun
便	すなわ	kun
便	へつら	kun
便	よすが	kun
約	ヤク	on
約	ちか	kun
約	つづま	kun
約	つづ	kun
約	つま	kun
勇	ユウ	on
勇	ヨウ	on
勇	いさ	kun, personal name
勇	つよ	kun
勇	いさお	personal name
勇	いさまし	personal name
勇	いさむ	personal name
勇	お	personal name
勇	さ	personal name
勇	そよ	personal name
勇	たけ	personal name
勇	たけし	personal name
勇	とし	personal name
勇	はや	personal name
勇	よ	personal name
要	ヨウ	on
要	かなめ	kun
要	い	kun
要	もと	kun
要	しの	personal name
要	とし	personal name
要	め	personal name
要	もとむ	personal name
要	やす	personal name
逆	ギャク	on
逆	ゲキ	on
逆	さか	kun
逆	あらかじ	kun
逆	むか	kun
限	ゲン	on
限	かぎ	kun
限	きり	kun
故	コ	on
故	ゆえ	kun
故	ことさら	kun
故	ふる	kun
故	もと	kun
厚	コウ	on
厚	あつ	kun, personal name
厚	あつし	personal name
厚	ひろ	personal name
厚	ひろし	personal name
査	サ	on
査	しら	kun
政	セイ	on
政	ショウ	on
政	まつりごと	kun
政	おさ	personal name
政	きよ	personal name
政	ただ	personal name
政	のぶ	personal name
政	まさ	personal name
祖	ソ	on
祖	おや	kun
祖	じじ	kun
祖	はじ（め）	kun
則	ソク	on
則	すなわ	kun
則	のっと	kun
則	のり	kun, personal name
則	つね	personal name
則	とき	personal name
則	みつ	personal name
退	タイ	on
退	しりぞ	kun
退	しさ	kun
退	すさ	kun
退	の	kun
退	のく	personal name
独	ドク	on
独	トク	on
独	ひと	kun
保	ホ	on
保	ホウ	on
保	たも	kun
保	も	kun
保	やす	kun
保	お	personal name
保	たもつ	personal name
保	まもる	personal name
保	もち	personal name
保	もり	personal name
保	やすし	personal name
保	より	personal name
迷	メイ	on
迷	まよ	kun
迷	まど	kun
映	エイ	on
映	うつ	kun
映	は	kun
映	あき	personal name
映	あきら	personal name
映	え	personal name
映	てる	personal name
映	みつ	personal name
革	カク	on
革	キョク	on
革	かわ	kun
革	あらた	kun
看	カン	on
看	み	kun
巻	カン	on
巻	ケン	on
巻	まき	kun
巻	ま	kun
皇	オウ	on
皇	コウ	on
皇	きみ	kun
皇	すめらぎ	kun
皇	すべ	personal name
皇	すめら	personal name
紅	コウ	on
紅	ク	on
紅	グ	on
紅	べに	kun
紅	くれない	kun
紅	あか	kun, personal name
紅	もみ	kun
紅	いろ	personal name
紅	くれ	personal name
砂	サ	on
砂	シャ	on
砂	すな	kun
砂	いさご	kun, personal name
姿	シ	on
姿	すがた	kun
城	ジョウ	on
城	セイ	on
城	しろ	kun
城	き	kun
城	くに	personal name
城	なり	personal name
城	むら	personal name
専	セン	on
専	もっぱ	kun
専	ほしいまま	kun
宣	セン	on
宣	のたま	kun
宣	の	kun
宣	のぶ	personal name
宣	のり	personal name
宣	ひさ	personal name
宣	ふさ	personal name
宣	むら	personal name
宣	よし	personal name
宣	より	personal name
染	セン	on
染	ゼン	on
染	そ	kun
染	し	kun
泉	セン	on
泉	いずみ	kun
泉	い	personal name
泉	きよし	personal name
