Homograph	Reading	Type
辞	ジ	on
辞	や	kun
辞	ことば	kun
辞	ことわ	kun
照	ショウ	on
照	て	kun
照	あき	personal name
照	あきら	personal name
照	あり	personal name
照	てり	personal name
照	てる	personal name
照	とし	personal name
照	のぶ	personal name
照	みつ	personal name
節	セツ	on
節	セチ	on
節	ふし	kun
節	ノット	kun
節	みさお	kun
節	たか	personal name
節	たかし	personal name
節	のり	personal name
節	よし	personal name
戦	セン	on
戦	たたか	kun
戦	いくさ	kun
戦	おのの	kun
戦	そよ	kun
続	ゾク	on
続	ショク	on
続	つづ	kun
続	つ	kun
置	チ	on
置	お	kun
腸	チョウ	on
腸	はらわた	kun
腸	わた	kun
働	ドウ	on
働	はたら	kun
解	カイ	on
解	ゲ	on
解	と	kun
解	さと	kun
解	ほぐ	kun
解	ほつ	kun
解	ほど	kun
解	わか	kun
幹	カン	on
幹	みき	kun
幹	から	kun
幹	わざ	kun
幹	き	personal name
幹	たかし	personal name
幹	とも	personal name
幹	まさ	personal name
幹	み	personal name
幹	もと	personal name
幹	もとき	personal name
幹	よし	personal name
義	ギ	on
義	よ	on
義	あき	personal name
義	いさ	personal name
義	しげ	personal name
義	ただし	personal name
義	ちか	personal name
義	つとむ	personal name
義	とも	personal name
義	のり	personal name
義	みち	personal name
義	よし	personal name
義	より	personal name
禁	キン	on
禁	いさ	kun
禁	い	kun
禁	とど	kun
群	グン	on
群	むら	kun, personal name
群	む	kun
群	とも	personal name
群	もと	personal name
鉱	コウ	on
鉱	あらがね	kun
鉱	かね	personal name
鉱	ひろ	personal name
鉱	ひろし	personal name
罪	ザイ	on
罪	つみ	kun
資	シ	on
資	たから	kun
資	たす	kun
資	たち	kun
資	もと	kun, personal name
資	かね	personal name
資	すけ	personal name
資	たか	personal name
資	たかし	personal name
資	たから	personal name
資	たすく	personal name
資	たすけ	personal name
資	ただ	personal name
資	ただし	personal name
資	つぎ	personal name
資	つぐ	personal name
資	とし	personal name
資	はかる	personal name
資	やす	personal name
資	よし	personal name
資	より	personal name
飼	シ	on
飼	か	kun
飼	やしな	kun
準	ジュン	on
準	シュン	on
準	セツ	on
準	なぞら	kun
準	みずもり	kun
準	たいら	personal name
準	とし	personal name
準	ならう	personal name
準	のり	personal name
準	ひとし	personal name
勢	セイ	on
勢	セ	on, personal name
勢	いきお	kun
勢	なり	personal name
損	ソン	on
損	そこ	kun
損	へ	kun
墓	ボ	on
墓	はか	kun
豊	ホウ	on
豊	ゆた	kun
豊	とよ	kun
豊	あつ	personal name
豊	て	personal name
豊	と	personal name
豊	のぼる	personal name
豊	ひろ	personal name
豊	ひろし	personal name
豊	ぶん	personal name
豊	ほ	personal name
豊	みのる	personal name
豊	もり	personal name
豊	よし	personal name
夢	ム	on
夢	ボウ	on
夢	ゆめ	kun
夢	ゆ	personal name
預	ヨ	on
預	あず	kun
預	あらかじ	kun
絹	ケン	on
絹	きぬ	kun
絹	まさ	personal name
源	ゲン	on
源	みなもと	kun
源	はじめ	personal name
源	もと	personal name
源	よし	personal name
署	ショ	on
署	しる	kun
署	やくわり	kun
傷	ショウ	on
傷	きず	kun
傷	いた	kun
傷	そこ	kun
蒸	ジョウ	on
蒸	む	kun
蒸	おお	kun
蒸	ふ	kun
蒸	すすむ	personal name
蒸	つぐ	personal name
蒸	つまき	personal name
誠	セイ	on
誠	ジョウ	on
誠	まこと	kun
誠	あき	personal name
誠	あきら	personal name
誠	さと	personal name
誠	さとし	personal name
誠	さね	personal name
誠	しげ	personal name
誠	すみ	personal name
誠	たか	personal name
誠	たかし	personal name
誠	ただし	personal name
誠	とも	personal name
誠	なり	personal name
誠	なる	personal name
誠	のぶ	personal name
誠	のり	personal name
誠	まさ	personal name
誠	み	personal name
誠	もと	personal name
誠	よし	personal name
聖	セイ	on
聖	ショウ	on
聖	ひじり	kun
聖	あき	personal name
聖	あきら	personal name
聖	きよ	personal name
聖	きよし	personal name
聖	さと	personal name
聖	さとし	personal name
聖	さとる	personal name
聖	しょう	personal name
聖	せ	personal name
聖	たかし	personal name
聖	たから	personal name
聖	とし	personal name
聖	まさ	personal name
暖	ダン	on
暖	ノン	on
暖	あたた	kun
暖	あつ	personal name
暖	はる	personal name
暖	やす	personal name
賃	チン	on
賃	ジン	on
賃	やと	kun
腹	フク	on
腹	はら	kun
腹	こころ	kun
幕	バク	on
幕	マク	on
盟	メイ	on
盟	ちか	kun
裏	リ	on
裏	うら	kun
裏	うち	kun
違	イ	on
違	ちが	kun
違	か	kun
違	さ	kun
違	たが	kun
違	よこしま	kun
煙	エン	on
煙	けむ	kun
煙	けむり	kun
煙	けぶ	kun
鉛	エン	on
鉛	なまり	kun
鉛	おしろい	kun
暇	カ	on
暇	ひま	kun
暇	いとま	kun
雅	ガ	on
雅	ア	on
雅	つね	kun
雅	みやび	kun
雅	ただ	personal name
雅	のり	personal name
雅	まさ	personal name
雅	まさし	personal name
雅	まさる	personal name
雅	もと	personal name
較	カク	on
較	コウ	on
較	くら	kun
勧	カン	on
勧	ケン	on
勧	すす	kun
勧	すすむ	personal name
勧	ゆき	personal name
詰	キツ	on
詰	つ	kun
詰	なじ	kun
傾	ケイ	on
傾	かたむ	kun
傾	かし	kun
傾	かた	kun
傾	くつがえ	kun
遣	ケン	on
遣	つか	kun
遣	や	kun
誇	コ	on
誇	ほこ	kun
鼓	コ	on
鼓	つづみ	kun
継	ケイ	on
継	つ	kun
継	まま	kun
継	つぎ	kun
継	つぐ	kun
継	つね	kun
継	ひで	kun
歳	サイ	on
歳	セイ	on
歳	とし	kun
歳	とせ	kun
歳	よわい	kun
載	サイ	on
載	の	kun
載	しる	kun
載	とし	kun, personal name
載	こと	personal name
載	のり	personal name
載	はじめ	personal name
詳	ショウ	on
詳	ヨウ	on
詳	くわ	kun
詳	つまび	kun
詳	あき	personal name
詳	あきら	personal name
詳	くわし	personal name
詳	つま	personal name
詳	みつ	personal name
詳	よし	personal name
飾	ショク	on
飾	かざ	kun
触	ショク	on
触	ソク	on
触	さわ	kun
触	ふ	kun
慎	シン	on
慎	つつし	kun
慎	つつま	kun
慎	ちか	personal name
慎	のり	personal name
慎	まこと	personal name
慎	みつ	personal name
慎	よし	personal name
寝	シン	on
寝	ね	kun
寝	みたまや	kun
寝	みにく	kun
寝	や	kun
跡	セキ	on
跡	シャク	on
跡	あと	kun
跡	あとかた	kun
僧	ソウ	on
嘆	タン	on
嘆	なげ	kun
蓄	チク	on
蓄	たくわ	kun
蓄	おき	personal name
跳	チョウ	on
跳	トウ	on
跳	と	kun
跳	は	kun
跳	おど	kun
跳	はね	kun
殿	テン	on
殿	デン	on
殿	との	kun
殿	どの	kun
殿	しんがり	kun
搬	ハン	on
搬	はこ	kun
微	ビ	on
微	ミ	on
微	かす	kun
誉	ヨ	on
誉	ほま	kun
誉	ほ	kun
誉	しげ	personal name
誉	たか	personal name
誉	のり	personal name
誉	ほまれ	personal name
誉	もと	personal name
誉	やす	personal name
誉	よし	personal name
腰	ヨウ	on
腰	こし	kun
溶	ヨウ	on
溶	と	kun
雷	ライ	on
雷	かみなり	kun
雷	いかずち	kun
雷	あずま	personal name
嫁	カ	on
嫁	とつ	kun
嫁	よめ	kun
塊	カイ	on
塊	かたまり	kun
塊	つちくれ	kun
慨	ガイ	on
慨	カイ	on
慨	いきどお	kun
慨	なげ	kun
該	ガイ	on
該	カイ	on
該	か	kun
該	そな	kun
該	そ	kun
該	かぬ	personal name
該	かね	personal name
隔	カク	on
隔	へだ	kun
滑	カツ	on
滑	コツ	on
滑	すべ	kun
滑	なめ	kun
滑	ぬめ	kun
棄	キ	on
棄	す	kun
愚	グ	on
愚	おろ	kun
携	ケイ	on
携	たずさ	kun
携	はな	kun
催	サイ	on
催	もよお	kun
催	うなが	kun
催	もよ	kun
債	サイ	on
債	か	kun
搾	サク	on
搾	しぼ	kun
慈	ジ	on
慈	いつく	kun
慈	しげ	personal name
慈	しげる	personal name
慈	ちか	personal name
慈	なり	personal name
慈	やす	personal name
慈	よし	personal name
摂	セツ	on
摂	ショウ	on
摂	か	kun
摂	と	kun
賊	ゾク	on
賊	そこ	kun
賊	わるもの	kun
滞	タイ	on
滞	とどこお	kun
滝	ロウ	on
滝	たき	kun
滝	たけし	personal name
滝	よし	personal name
滝	ろう	personal name
稚	チ	on
稚	いとけな	kun
稚	わか	kun
稚	のり	personal name
塗	ト	on
塗	ぬ	kun
塗	どろ	kun
塗	まぶ	kun
塗	まみ	kun
塗	みち	kun
飽	ホウ	on
飽	あ	kun
滅	メツ	on
滅	ベツ	on
滅	ほろ	kun
裸	ラ	on
裸	はだか	kun
零	レイ	on
零	あま	kun
零	お	kun
零	こぼ	kun
零	ゼロ	kun
零	ふ	kun
零	しずく	personal name
廉	レン	on
廉	いさぎよ	kun
廉	かど	kun
廉	やす	kun
廉	きよ	personal name
廉	きよし	personal name
廉	すが	personal name
廉	ただし	personal name
廉	ゆき	personal name
廉	よし	personal name
楼	ロウ	on
楼	たかどの	kun
楼	やぐら	kun
楼	ろ	personal name
猿	エン	on
猿	さる	kun
猿	ましら	kun
虞	グ	on
虞	おそれ	kun
禍	カ	on
禍	まが	kun
禍	わざわ	kun
靴	カ	on
靴	くつ	kun
褐	カツ	on
褐	ぬのこ	kun
寛	カン	on
寛	くつろ	kun
寛	ひろ	kun
寛	ゆる	kun
寛	とも	personal name
寛	のぶ	personal name
寛	のり	personal name
寛	ひろし	personal name
寛	ゆたか	personal name
頑	ガン	on
頑	かたくな	kun
傑	ケツ	on
傑	すぐ	kun
傑	すぐる	personal name
傑	たかし	personal name
傑	たけ	personal name
傑	たけし	personal name
傑	まさ	personal name
嫌	ケン	on
嫌	ゲン	on
嫌	いや	kun
嫌	きら	kun
嫌	うたが	kun
献	ケン	on
献	コン	on
献	ささ	kun
献	たてまつ	kun
献	まつ	kun
献	すすむ	personal name
献	たけ	personal name
献	ただす	personal name
献	のぶ	personal name
碁	ゴ	on
碁	キ	on
溝	コウ	on
溝	みぞ	kun
溝	どぶ	kun
嗣	シ	on
嗣	つ	kun
酬	シュウ	on
酬	むく	kun
酬	あつ	personal name
愁	シュウ	on
愁	うれ	kun
奨	ショウ	on
奨	ソウ	on
奨	すす	kun
奨	すけ	personal name
奨	すすむ	personal name
奨	たすく	personal name
奨	つとむ	personal name
睡	スイ	on
睡	ねむ	kun
践	セン	on
践	ふ	kun
禅	ゼン	on
禅	セン	on
禅	ゆず	kun
禅	さと	personal name
禅	さとる	personal name
禅	しず	personal name
禅	しずか	personal name
禅	よし	personal name
塑	ソ	on
塑	でく	kun
痴	チ	on
痴	おこ	kun
痴	おろ	kun
痴	し	kun
艇	テイ	on
艇	こぶね	kun
督	トク	on
督	うなが	kun
督	かしら	kun
督	ただ	kun
督	ひき	kun
督	み	kun
漠	バク	on
漠	マク	on
漠	すなはら	kun
漠	ひろ	kun
鉢	ハチ	on
鉢	ハツ	on
煩	ハン	on
煩	ボン	on
煩	わずら	kun
煩	うるさ	kun
頒	ハン	on
頒	フン	on
頒	し	kun
頒	まだら	kun
頒	わ	kun
酪	ラク	on
酪	ちちしる	kun
虜	リョ	on
虜	ロ	on
虜	えびす	kun
虜	しもべ	kun
虜	とりこ	kun
鈴	リン	on
鈴	レイ	on
鈴	すず	kun
賄	ワイ	on
賄	カイ	on
賄	まかな	kun
賄	まいな	kun
彙	イ	on
彙	あつ	kun
彙	たぐい	kun
彙	はりねずみ	kun
楷	カイ	on
楷	のっと	kun
楷	のり	kun
蓋	ガイ	on
蓋	コウ	on
蓋	ふた	kun
蓋	おお	kun
蓋	かさ	kun
蓋	けだ	kun
毀	キ	on
毀	こぼ	kun
毀	こわ	kun
毀	そし	kun
毀	や	kun
毀	やぶ	kun
嗅	キュウ	on
嗅	か	on
僅	キン	on
僅	わず	kun
窟	クツ	on
窟	いわや	kun
窟	ほらあな	kun
詣	ケイ	on
詣	もう	kun
詣	いた	kun
詣	まい	kun
詣	ゆき	personal name
隙	ゲキ	on
隙	ケキ	on
隙	すき	kun
隙	ひま	kun
傲	ゴウ	on
傲	あそ	kun
傲	あなど	kun
傲	おご	kun
塞	サイ	on
塞	ソク	on
塞	ふさ	kun
塞	せ	kun
塞	とりで	kun
塞	み	kun
嫉	シツ	on
嫉	そね	kun
嫉	にく	kun
嫉	ねた	kun
腫	シュ	on
腫	ショウ	on
腫	は	kun
腫	はれもの	kun
腎	ジン	on
腎	シン	on
裾	キョ	on
裾	すそ	kun
煎	セン	on
煎	い	kun
煎	に	kun
羨	セン	on
羨	エン	on
羨	ゼン	on
羨	うらや	kun
羨	あま	kun
羨	はかみち	kun
腺	セン	on
腺	すじ	kun
詮	セン	on
詮	あきらか	kun
詮	えら	kun
詮	しら	kun
詮	そな	kun
溺	デキ	on
溺	ジョウ	on
溺	ニョウ	on
溺	おぼ	kun
溺	いばり	kun
溺	ゆばり	kun
頓	トン	on
頓	トツ	on
頓	くる	kun
頓	つか	kun
頓	つまず	kun
頓	とど	kun
頓	とみ	kun
頓	ぬか	kun
頓	ひたぶる	kun
蜂	ホウ	on
蜂	はち	kun
蜂	むら	kun
睦	ボク	on
睦	モク	on
睦	むつ	kun, personal name
睦	あつし	personal name
睦	ちか	personal name
睦	ちかし	personal name
睦	とも	personal name
睦	のぶ	personal name
睦	まこと	personal name
睦	むつみ	personal name
睦	よし	personal name
睦	りく	personal name
慄	リツ	on
慄	おそ	kun
慄	おのの	kun
賂	ロ	on
賂	まいな	kun
塡	テン	on
塡	チン	on
塡	うず	kun
塡	は	kun
塡	ふさ	kun
歌	カ	on
歌	うた	kun
語	ゴ	on
語	ギョ	on
語	かた	kun, personal name
語	ことば	kun
語	つ	kun
語	こと	personal name
語	つぐ	personal name
算	サン	on
算	かず	kun, personal name
算	かぞ	kun
算	とも	personal name
算	はかる	personal name
読	トウ	on
読	トク	on
読	ドク	on
読	よ	kun
聞	ブン	on
聞	モン	on
聞	き	kun
聞	か	personal name
聞	ひろ	personal name
鳴	メイ	on
鳴	ミョウ	on
鳴	な	kun
鳴	なり	personal name
駅	エキ	on
駅	うまや	kun
銀	ギン	on
銀	しろがね	kun
銀	かね	personal name
鼻	ビ	on
鼻	はな	kun
鼻	はじ	kun
様	ヨウ	on
様	さま	kun
緑	リョク	on
緑	ロク	on
緑	みどり	kun
緑	つか	personal name
緑	つな	personal name
緑	のり	personal name
練	レン	on
練	ね	kun
練	ねりぎぬ	kun
練	いさ	personal name
練	いさむ	personal name
練	ねり	personal name
練	よし	personal name
関	カン	on
関	かか	kun
関	せき	kun
関	からくり	kun
関	かんぬき	kun
管	カン	on
管	くだ	kun
管	つかさど	kun
管	ふえ	kun
旗	キ	on
旗	はた	kun
旗	たか	personal name
察	サツ	on
察	あき	kun
察	し	kun
察	み	kun
種	シュ	on
種	ショウ	on
種	たね	kun
種	う	kun
種	くさ	kun
静	セイ	on
静	ジョウ	on
静	しず	kun
静	きよ	personal name
静	きよし	personal name
静	しずか	personal name
静	ちか	personal name
静	やす	personal name
静	やすし	personal name
静	よし	personal name
説	セツ	on
説	ゼイ	on
説	エツ	on
説	と	kun
説	よろこ	kun
漁	ギョ	on
漁	リョウ	on
漁	あさ	kun
漁	いさ	kun
漁	すなど	kun
歴	レキ	on
歴	リャク	on
歴	へ	kun
演	エン	on
演	おこな	kun
演	の	kun
慣	カン	on
慣	な	kun
慣	ならわし	kun
境	キョウ	on
境	ケイ	on
境	さかい	kun
構	コウ	on
構	かま	kun
際	サイ	on
際	きわ	kun
際	あい	kun
際	まじ	kun
雑	ザツ	on
雑	ゾウ	on
雑	ま	kun
雑	かず	personal name
雑	とも	personal name
酸	サン	on
酸	す	kun
酸	つら	kun
製	セイ	on
製	つく	kun
精	セイ	on
精	ショウ	on
精	くわ	kun
精	しら	kun
精	もののけ	kun
銭	セン	on
銭	ゼン	on
銭	ぜに	kun
銭	すき	kun
総	ソウ	on
総	すべ	kun
総	す	kun
総	ふさ	kun
総	おさ	personal name
総	さ	personal name
総	そ	personal name
総	のぶ	personal name
総	みち	personal name
増	ゾウ	on
増	ソウ	on
増	ふ	kun
増	ま	kun
像	ゾウ	on
像	ショウ	on
像	かたち	kun
像	かたど	kun
態	タイ	on
態	テイ	on
態	さま	kun
態	わざ	kun
適	テキ	on
適	セキ	on
適	タク	on
適	かな	kun
適	たまたま	kun
適	ゆ	kun
銅	ドウ	on
銅	あかがね	kun
銅	かね	kun
徳	トク	on
徳	あつ	personal name
徳	あつし	personal name
徳	さと	personal name
徳	ただし	personal name
徳	なり	personal name
徳	なる	personal name
徳	のり	personal name
徳	めぐ	personal name
徳	よし	personal name
複	フク	on
複	かさ	kun
綿	メン	on
綿	ベン	on
綿	わた	kun
綿	つら	kun
領	リョウ	on
領	うなじ	kun
領	えり	kun
領	う	kun
領	おさ	kun
領	かしら	kun
領	かなめ	kun
領	おさ	personal name
領	さとる	personal name
領	むね	personal name
閣	カク	on
閣	たかどの	kun
閣	たな	kun
閣	はる	personal name
疑	ギ	on
疑	うたが	kun
疑	うたぐ	kun
誤	ゴ	on
誤	あやま	kun
誤	まど	kun
穀	コク	on
誌	シ	on
誌	しる	kun
誌	ふみ	personal name
磁	ジ	on
磁	シ	on
磁	やきもの	kun
障	ショウ	on
障	さわ	kun
障	ふせ	kun
障	へだ	kun
層	ソウ	on
層	かさ	kun
認	ニン	on
認	ジン	on
認	みと	kun
認	したた	kun
暮	ボ	on
暮	く	kun
模	ボ	on
模	モ	on
模	かた	kun
模	のっと	kun
維	イ	on
維	これ	kun, personal name
維	つな	kun
維	すみ	personal name
維	ただ	personal name
維	たもつ	personal name
隠	イン	on
隠	オン	on
隠	かく	kun
箇	カ	on
箇	コ	on
箇	かず	personal name
箇	とも	personal name
駆	ク	on
駆	か	kun
駆	お	kun
駆	かけ	personal name
駆	かける	personal name
豪	ゴウ	on
豪	コウ	on
豪	えら	kun
豪	つよ	kun, personal name
豪	おさ	personal name
豪	かた	personal name
豪	かつ	personal name
豪	すぐる	personal name
豪	たか	personal name
豪	たかし	personal name
豪	たけ	personal name
豪	たけき	personal name
豪	たけし	personal name
豪	たける	personal name
豪	つよし	personal name
豪	とし	personal name
豪	ひで	personal name
雌	シ	on
雌	め	kun
雌	めす	kun
雌	めん	kun
需	ジュ	on
需	もと	kun, personal name
需	まち	personal name
需	みつ	personal name
需	もとむ	personal name
需	もとめ	personal name
端	タン	on
端	はし	kun
端	はた	kun
端	は	kun
端	ただ	kun
端	はした	kun
端	はじ	kun
端	はな	kun
徴	チョウ	on
徴	チ	on
徴	しるし	kun
徴	め	kun
摘	テキ	on
摘	つ	kun
摘	つま	kun
摘	つみ	personal name
摘	つむ	personal name
摘	づみ	personal name
摘	づむ	personal name
滴	テキ	on
滴	しずく	kun
滴	したた	kun
滴	た	kun
稲	トウ	on
稲	いな	kun
稲	いね	kun
髪	ハツ	on
髪	ホツ	on
髪	かみ	kun
罰	バチ	on
罰	バツ	on
罰	ハツ	on
腐	フ	on
腐	くさ	kun
漫	マン	on
漫	バン	on
漫	そぞ	kun
漫	みだ	kun
網	モウ	on
網	ボウ	on
網	あみ	kun
踊	ヨウ	on
踊	おど	kun
暦	レキ	on
暦	リャク	on
暦	こよみ	kun
概	ガイ	on
概	カイ	on
概	おおむ	kun
綱	コウ	on
綱	つな	kun
綱	つね	personal name
酵	コウ	on
酵	こうじ	kun
酵	もと	kun
獄	ゴク	on
獄	うった	kun
獄	ひとや	kun
魂	コン	on
魂	たましい	kun
魂	たま	kun
遭	ソウ	on
遭	あ	kun
憎	ゾウ	on
憎	ソウ	on
憎	にく	kun
奪	ダツ	on
奪	タツ	on
奪	うば	kun
碑	ヒ	on
碑	いしぶみ	kun
漂	ヒョウ	on
漂	ただよ	kun
漂	さら	kun
慕	ボ	on
慕	した	kun
慕	しの	kun
墨	ボク	on
墨	モク	on
墨	すみ	kun
膜	マク	on
膜	バク	on
膜	ボ	on
膜	モ	on
誘	ユウ	on
誘	さそ	kun
誘	いざな	kun
誘	おび	kun
漏	ロウ	on
漏	も	kun
寡	カ	on
寡	すく	kun
寡	やもめ	kun
酷	コク	on
酷	きび	kun
酷	はなは	kun
酷	ひど	kun
酷	むご	kun
酷	あつ	personal name
漆	シツ	on
漆	シチ	on
漆	うるし	kun
遮	シャ	on
遮	さえぎ	kun
銃	ジュウ	on
銃	つつ	kun
銃	かね	personal name
塾	ジュク	on
緒	ショ	on
緒	チョ	on
緒	お	kun
緒	いとぐち	kun
緒	つぐ	personal name
彰	ショウ	on
彰	あき	kun, personal name
彰	あらわ	kun
彰	あきら	personal name
彰	あや	personal name
彰	てる	personal name
誓	セイ	on
誓	ゼイ	on
誓	ちか	kun, personal name
漸	ゼン	on
漸	ザン	on
漸	セン	on
漸	すす	kun
漸	やや	kun
漸	ようや	kun
駄	ダ	on
駄	タ	on
駄	の	kun
嫡	チャク	on
嫡	テキ	on
嫡	よつぎ	kun
漬	シ	on
漬	つ	kun
寧	ネイ	on
寧	デイ	on
寧	ニョウ	on
寧	いずく	kun
寧	なん	kun
寧	ねんご	kun
寧	むし	kun
寧	やす	kun
寧	さだ	personal name
寧	しず	personal name
寧	ね	personal name
寧	やすし	personal name
閥	バツ	on
閥	ハツ	on
閥	いえがら	kun
閥	いさお	kun
僕	ボク	on
僕	ホク	on
僕	しもべ	kun
僕	やつがれ	kun
銘	メイ	on
銘	ミョウ	on
銘	しる	kun
銘	あき	personal name
銘	かた	personal name
銘	な	personal name
僚	リョウ	on
僚	つかさ	kun
僚	とも	kun
僚	あきら	personal name
熊	ユウ	on
熊	くま	kun
箋	セン	on
箋	かきもの	kun
箋	てがみ	kun
箋	ときあ	kun
箋	なふだ	kun
箋	はりふだ	kun
箋	ふだ	kun
箋	ふみ	personal name
遡	ソ	on
遡	さかのぼ	kun
遡	む	kun
遜	ソン	on
遜	のが	kun
遜	へりくだ	kun
遜	ゆず	kun
綻	タン	on
綻	ほころ	kun
蔑	ベツ	on
蔑	さげす	kun
蔑	くら	kun
蔑	ないがし	kun
蔑	なみ	kun
貌	ボウ	on
貌	バク	on
貌	かお	kun
貌	かたち	kun
貌	かた	personal name
貌	すがた	personal name
貌	とお	personal name
蜜	ミツ	on
蜜	ビツ	on
瘍	ヨウ	on
瘍	かさ	kun
瘍	できもの	kun
辣	ラツ	on
辣	から	kun
辣	きび	kun
辣	むご	kun
瑠	ル	on
線	セン	on
線	いと	kun
線	すじ	kun
横	オウ	on
横	コウ	on
横	よこ	kun
談	ダン	on
談	タン	on
談	かた	kun
調	チョウ	on
調	しら	kun
調	ととの	kun
調	あざけ	kun
調	みつぎ	kun
調	やわら	kun
調	しらべ	personal name
調	つぐ	personal name
箱	ショウ	on
箱	ソウ	on
箱	はこ	kun
億	オク	on
億	おしはか	kun
億	かず	personal name
億	はかる	personal name
億	やす	personal name
億	やすし	personal name
課	カ	on
課	こころ	kun
課	はか	kun
課	わりあ	kun
器	キ	on
器	うつわ	kun
賞	ショウ	on
賞	ほ	kun
賞	め	kun
賞	あき	personal name
賞	あきら	personal name
賞	すすむ	personal name
賞	たか	personal name
賞	たかし	personal name
賞	ほむ	personal name
賞	よし	personal name
選	セン	on
選	えら	kun
選	え	kun
選	すぐ	kun
選	よ	kun
熱	ネツ	on
熱	あつ	kun
熱	いき	kun
熱	ほて	kun
熱	ほとぼり	kun
標	ヒョウ	on
標	こずえ	kun
標	しめ	kun
標	しるし	kun
標	しる	kun
標	しるべ	kun
養	ヨウ	on
養	やしな	kun
養	おさ	personal name
養	かい	personal name
養	きよ	personal name
養	のぶ	personal name
養	まもる	personal name
養	やず	personal name
養	よし	personal name
輪	リン	on
輪	わ	kun
確	カク	on
確	たし	kun
確	かた	kun
確	しか	kun
確	しっか	kun
潔	ケツ	on
潔	いさぎよ	kun
潔	きよ	kun, personal name
潔	きよし	personal name
潔	ゆき	personal name
潔	よし	personal name
賛	サン	on
賛	たす	kun
賛	たた	kun
賛	ほ	kun
賛	あきら	personal name
賛	すけ	personal name
賛	すすむ	personal name
賛	たすく	personal name
賛	よし	personal name
質	シツ	on
質	シチ	on
質	チ	on
質	シ	on
質	ただ	kun
質	たち	kun
質	もと	kun
敵	テキ	on
敵	かたき	kun
敵	あだ	kun
敵	かな	kun
導	ドウ	on
導	みちび	kun
導	しるべ	kun
導	みち	personal name
編	ヘン	on
編	あ	kun
編	とじいと	kun
編	ふみ	kun
編	あみ	personal name
編	よし	personal name
暴	ボウ	on
暴	バク	on
暴	あば	kun
暴	あら	kun
暴	さら	kun
暴	にわ	kun
遺	イ	on
遺	ユイ	on
遺	す	kun
遺	のこ	kun
遺	わす	kun
劇	ゲキ	on
劇	はげ	kun
権	ケン	on
権	ゴン	on
権	いきお	kun
権	おもり	kun
権	かり	kun
権	はか	kun
熟	ジュク	on
熟	う	kun
熟	こな	kun
熟	つくづく	kun
熟	つらつら	kun
熟	な	kun
熟	に	kun
諸	ショ	on
諸	もろ	kun, personal name
諸	もろもろ	kun
諸	つら	personal name
諸	もり	personal name
蔵	ゾウ	on
蔵	ソウ	on
蔵	くら	kun
蔵	おさ	kun
蔵	かく	kun
蔵	おさむ	personal name
蔵	ただ	personal name
蔵	とし	personal name
蔵	まさ	personal name
蔵	よし	personal name
誕	タン	on
誕	いつわ	kun
誕	う	kun
誕	ほしいまま	kun
誕	のぶ	personal name
誕	ひろ	personal name
誕	ひろし	personal name
潮	チョウ	on
潮	しお	kun
潮	うしお	kun
論	ロン	on
論	あげつら	kun
論	と	kun
論	さだむ	personal name
論	さとし	personal name
論	さとる	personal name
論	とき	personal name
論	のり	personal name
論	ゆう	personal name
鋭	エイ	on
鋭	するど	kun
鋭	はや	kun, personal name
鋭	さとき	personal name
鋭	さとし	personal name
鋭	すすむ	personal name
鋭	とき	personal name
鋭	とし	personal name
鋭	はやし	personal name
影	エイ	on
影	ヨウ	on
影	かげ	kun
縁	エン	on
縁	ふち	kun
縁	えにし	kun
縁	へり	kun
縁	ゆかり	kun
縁	よすが	kun
縁	よ	kun
監	カン	on
監	ケン	on
監	かんがみ	kun
監	しら	kun
監	み	kun
歓	カン	on
歓	よろこ	kun
歓	か	personal name
歓	む	personal name
歓	よし	personal name
輝	キ	on
輝	かがや	kun
輝	て	kun
輝	あきら	personal name
輝	てる	personal name
輝	ひかり	personal name
輝	ひかる	personal name
輝	みつ	personal name
輝	みつる	personal name
儀	ギ	on
儀	のり	kun
儀	よ	kun
儀	きたる	personal name
儀	ただし	personal name
戯	ギ	on
戯	ゲ	on
戯	たわむ	kun
戯	ざ	kun
戯	たわ	kun
撃	ゲキ	on
撃	ケキ	on
撃	う	kun
稿	コウ	on
稿	したがき	kun
稿	わら	kun
趣	シュ	on
趣	ソク	on
趣	おもむき	kun
趣	うなが	kun
趣	おもむ	kun
趣	とし	personal name
震	シン	on
震	ふる	kun
震	おと	personal name
震	なり	personal name
震	なる	personal name
震	のぶ	personal name
澄	チョウ	on
澄	す	kun
澄	きよ	personal name
澄	きよし	personal name
澄	すみ	personal name
澄	とおる	personal name
踏	トウ	on
踏	ふ	kun
輩	ハイ	on
輩	ともがら	kun
輩	やから	kun
範	ハン	on
範	いがた	kun
範	のり	kun
範	すすむ	personal name
盤	バン	on
盤	ハン	on
盤	おおざら	kun
盤	ま	kun
盤	めぐ	kun
盤	わだかま	kun
膚	フ	on
膚	はだ	kun
膚	はだえ	kun
敷	フ	on
敷	し	kun
賦	フ	on
賦	みつぎ	kun
賦	わか	kun
舞	ブ	on
舞	ム	on
舞	まい	kun
舞	ま	kun
舞	もてあそ	kun
噴	フン	on
噴	ホン	on
噴	ふ	kun
噴	は	kun
舗	ホ	on
舗	フ	on
舗	し	kun
舗	みせ	kun
舗	しげ	personal name
舗	すけ	personal name
舗	のぶ	personal name
舗	はる	personal name
黙	モク	on
黙	ボク	on
黙	だま	kun
